Kline open time,Open price,high,low,close,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,timestamp,short_ma,long_ma,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr
2024-12-11 08:00:00-03:00,598457.0,603767.0,595825.0,603611.0,73.12164,2024-12-11 11:59:59.999000-03:00,43795378.74761,11945,35.4997,21265810.77584,2024-12-11 08:00:00-03:00,593539.5714285715,601995.0476190476,53.21727226730712,-2173.677777449484,-1916.0131767838895,605293.0432707975,596067.4,586841.7567292026,10090.394078507665
2024-12-11 12:00:00-03:00,603589.0,611999.0,602228.0,607830.0,83.42124,2024-12-11 15:59:59.999000-03:00,50727135.1171,16725,41.36242,25149190.66315,2024-12-11 12:00:00-03:00,595452.4285714285,601773.4761904762,56.35304893352583,-1202.0018590732943,-1773.2109132417704,610575.4207279993,599553.6,588531.7792720007,10067.580215757118
2024-12-11 16:00:00-03:00,607829.0,612000.0,604525.0,607164.0,52.08267,2024-12-11 19:59:59.999000-03:00,31638621.97467,11612,25.86655,15715260.78446,2024-12-11 16:00:00-03:00,599333.0,601629.5714285715,55.71814846558174,-480.147485883208,-1514.598227770058,612380.6074941278,602412.8,592444.9925058723,9882.395914631608
2024-12-11 20:00:00-03:00,607164.0,610584.0,602500.0,610491.0,23.3006,2024-12-11 23:59:59.999000-03:00,14122469.99391,6778,12.39424,7512434.17174,2024-12-11 20:00:00-03:00,602203.2857142857,601488.7142857143,58.24873461430765,356.2814103299752,-1140.4223001500513,613799.9709234249,605518.4,597236.8290765751,9753.939063586495
2024-12-12 00:00:00-03:00,610508.0,610509.0,602155.0,603531.0,14.53866,2024-12-12 03:59:59.999000-03:00,8806157.4542,3844,6.66929,4039390.40855,2024-12-12 00:00:00-03:00,603726.5714285715,601020.1904761905,51.604783374446384,452.32933288638014,-821.8719735427651,611839.225981326,606525.4,601211.5740186741,9653.943416187461
2024-12-12 04:00:00-03:00,603297.0,605814.0,602001.0,603105.0,10.62835,2024-12-12 07:59:59.999000-03:00,6418678.41861,3560,4.77167,2881250.945,2024-12-12 04:00:00-03:00,604889.7142857143,600392.4761904762,51.219693623236154,488.44289804727305,-559.8089992247574,611970.3795715688,606424.2,600878.0204284311,9236.733172174072
2024-12-12 08:00:00-03:00,603104.0,607423.0,593000.0,607403.0,82.50129,2024-12-12 11:59:59.999000-03:00,49473304.65558,14320,40.47257,24261615.74382,2024-12-12 08:00:00-03:00,606162.1428571428,600262.2857142857,54.878169582551365,854.0310998337809,-277.0409794130497,611808.3846130986,606338.8,600869.2153869015,9607.180802733068
2024-12-12 12:00:00-03:00,607423.0,616964.0,603070.0,611054.0,82.39921,2024-12-12 15:59:59.999000-03:00,50436029.19031,15322,42.19675,25831170.83935,2024-12-12 12:00:00-03:00,607225.4285714285,600343.380952381,57.77520207927621,1421.9759177595843,62.762400021477106,613805.36820552,607116.8,600428.2317944801,9913.382173966422
2024-12-12 16:00:00-03:00,610914.0,611900.0,599775.0,605983.0,50.2857,2024-12-12 19:59:59.999000-03:00,30334843.74876,10915,24.27847,14645379.16462,2024-12-12 16:00:00-03:00,606961.5714285715,600293.0476190476,52.71287903356458,1446.2178586671362,339.4534917506089,611994.9608808956,606215.2,600435.4391191043,10071.354875825962
2024-12-12 20:00:00-03:00,605994.0,606190.0,599000.0,600438.0,18.8701,2024-12-12 23:59:59.999000-03:00,11368764.46698,6307,8.10318,4883232.72869,2024-12-12 20:00:00-03:00,606000.7142857143,599896.9047619047,47.78260736907789,1006.3935347779188,472.8415003560709,612863.7769044046,605596.6,598329.4230955953,9865.543813266966
2024-12-13 00:00:00-03:00,600580.0,604482.0,600580.0,601638.0,6.16926,2024-12-13 03:59:59.999000-03:00,3716751.73915,2093,3.66287,2206569.71126,2024-12-13 00:00:00-03:00,604736.0,600058.8095238095,48.89656477977906,746.0594515624689,527.4850905973506,613051.5856796355,605303.2,597554.8143203644,9449.71925517647
2024-12-13 04:00:00-03:00,601638.0,607331.0,600507.0,606730.0,10.29166,2024-12-13 07:59:59.999000-03:00,6219207.65282,3023,5.77239,3489052.88265,2024-12-13 04:00:00-03:00,605193.0,600606.1428571428,53.43593994766761,939.7913299370557,609.9463384652915,612788.7240514875,605168.6,597548.4759485124,9262.16787980672
2024-12-13 08:00:00-03:00,606723.0,610817.0,604000.0,610817.0,47.38943,2024-12-13 11:59:59.999000-03:00,28768536.65124,9569,21.91409,13305710.81267,2024-12-13 08:00:00-03:00,606294.7142857143,601392.1904761905,56.756190477008595,1406.894182453514,769.3359072629361,612595.8568510055,605121.2,597646.5431489944,9087.513031249098
2024-12-13 12:00:00-03:00,610876.0,616899.0,604877.0,615167.0,88.00163,2024-12-13 15:59:59.999000-03:00,53959745.5904,15546,45.47133,27886433.50964,2024-12-13 12:00:00-03:00,607403.8571428572,602191.0952380953,60.02352647252339,2103.83352066495,1036.2354299433389,618026.670959065,606958.0,595889.329040935,9297.119243302734
2024-12-13 16:00:00-03:00,615043.0,616422.0,611700.0,614353.0,25.45502,2024-12-13 19:59:59.999000-03:00,15632825.90987,6934,13.09419,8042621.78698,2024-12-13 16:00:00-03:00,607875.1428571428,602880.0476190476,59.12330700430735,2560.958830993972,1341.1801101534654,619804.5789260108,609741.0,599677.4210739892,8970.325011638253
2024-12-13 20:00:00-03:00,614321.0,619999.0,612578.0,617279.0,52.32293,2024-12-13 23:59:59.999000-03:00,32283286.95015,8427,25.35669,15645610.01547,2024-12-13 20:00:00-03:00,609488.8571428572,603967.619047619,61.36629941163157,3123.3338310410036,1697.610854330973,620289.6681685246,612869.2,605448.7318314753,8859.658939378378
