Kline open time,Open price,high,low,close,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,timestamp,short_ma,long_ma,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr
2024-12-14 00:00:00-03:00,617296.0,619500.0,614386.0,615838.0,13.05595,2024-12-14 03:59:59.999000-03:00,8053631.6487,2748,5.13123,3166149.6768,2024-12-14 00:00:00-03:00,611688.8571428572,605674.1904761905,59.63090655878431,3413.3959099263884,2040.7678654500562,619013.951517099,614690.8,610367.648482901,8592.111872279922
2024-12-14 04:00:00-03:00,615916.0,616371.0,613958.0,615489.0,7.76809,2024-12-14 07:59:59.999000-03:00,4777101.44116,1956,4.71612,2900041.46476,2024-12-14 04:00:00-03:00,613667.5714285715,606868.9523809524,59.19429637435327,3573.912969908677,2347.3968863417804,617549.2226194832,615625.2,613701.1773805167,8150.746738545642
2024-12-14 08:00:00-03:00,615421.0,617341.0,613277.0,616301.0,20.63789,2024-12-14 11:59:59.999000-03:00,12701470.43493,6122,11.56539,7118037.89628,2024-12-14 08:00:00-03:00,615034.8571428572,607984.8095238095,59.92942495972513,3723.7207750810776,2622.66166408964,617773.8524397177,615852.0,613930.1475602823,7858.8362572209535
2024-12-14 12:00:00-03:00,616301.0,618558.0,613839.0,614356.0,23.07124,2024-12-14 15:59:59.999000-03:00,14220189.89503,6178,12.30898,7589042.49084,2024-12-14 12:00:00-03:00,615540.4285714285,608908.2857142857,57.26806740078997,3643.4993030640762,2826.829191884527,617772.581083268,615852.6,613932.6189167319,7634.562238848028
2024-12-14 16:00:00-03:00,614445.0,617822.0,613229.0,616240.0,17.99219,2024-12-14 19:59:59.999000-03:00,11079684.41573,5215,10.84037,6676626.78572,2024-12-14 16:00:00-03:00,615693.7142857143,609753.2380952381,59.15995489126199,3689.4169611355755,2999.346745734737,617061.1239177326,615644.8,614228.4760822675,7417.307793216026
2024-12-14 20:00:00-03:00,616262.0,621856.0,616112.0,620605.0,31.57676,2024-12-14 23:59:59.999000-03:00,19562422.16554,6366,19.10693,11837386.93583,2024-12-14 20:00:00-03:00,616586.8571428572,610562.4761904762,63.22262477338016,4031.552824739949,3205.7879615357792,620843.5614027766,616598.2,612352.8385972233,7297.785807986309
2024-12-15 00:00:00-03:00,620670.0,625232.0,619183.0,619213.0,21.76914,2024-12-15 03:59:59.999000-03:00,13544929.60141,4916,11.63987,7242250.77701,2024-12-15 00:00:00-03:00,616863.1428571428,611104.5238095238,61.134058687759406,4142.621631555492,3393.1546955397216,621847.4054879694,617343.0,612838.5945120306,7208.586821701573
2024-12-15 04:00:00-03:00,619222.0,623725.0,618959.0,622772.0,11.08429,2024-12-15 07:59:59.999000-03:00,6884819.41057,2194,5.26788,3271360.01611,2024-12-15 04:00:00-03:00,617853.7142857143,611847.7619047619,64.37454064957896,4466.340820581187,3607.791920548015,624662.1876215712,618637.2,612612.2123784287,7034.116334437175
2024-12-15 08:00:00-03:00,622592.0,628700.0,622414.0,627968.0,39.59114,2024-12-15 11:59:59.999000-03:00,24793015.8367,7845,19.84603,12428020.8837,2024-12-15 08:00:00-03:00,619636.4285714285,612680.0,68.50339866906833,5083.56422143511,3902.9463807254338,629210.8898914895,621359.6,613508.3101085104,6980.679453405949
2024-12-15 12:00:00-03:00,627967.0,630377.0,625449.0,629465.0,36.6446,2024-12-15 15:59:59.999000-03:00,23040882.30658,8319,20.2905,12759635.81923,2024-12-15 12:00:00-03:00,621517.0,613914.9523809524,69.59667002706915,5628.630256617791,4248.083155903905,632082.2492224041,624004.6,615926.9507775959,6834.059492448381
2024-12-15 16:00:00-03:00,629470.0,630864.0,625345.0,630226.0,37.93553,2024-12-15 19:59:59.999000-03:00,23848153.82845,8200,18.39511,11566219.737,2024-12-15 16:00:00-03:00,623784.1428571428,615206.4285714285,70.16363692070638,6052.238913736772,4608.914307470479,634423.3314549803,625928.8,617434.2685450198,6740.126671559211
2024-12-15 20:00:00-03:00,629898.0,646964.0,629858.0,634039.0,106.93167,2024-12-15 23:59:59.999000-03:00,68208040.34424,15646,49.47449,31534198.22545,2024-12-15 20:00:00-03:00,626326.8571428572,616474.8095238095,72.89142180937435,6619.325594798778,5010.996564936138,636210.1547277241,628894.0,621577.8452722759,7480.5461950192675
2024-12-16 00:00:00-03:00,633974.0,638708.0,632621.0,637390.0,12.94998,2024-12-16 03:59:59.999000-03:00,8230315.18517,3083,6.23865,3963894.61992,2024-12-16 00:00:00-03:00,628724.7142857143,617728.9047619047,75.05027131672942,7255.506605946575,5459.898573138225,638680.4622134102,631817.6,624954.7377865898,7381.00718108932
2024-12-16 04:00:00-03:00,637390.0,639090.0,634531.0,636490.0,14.15492,2024-12-16 07:59:59.999000-03:00,9002020.39607,3799,8.57967,5455592.2452,2024-12-16 04:00:00-03:00,631192.8571428572,619181.619047619,73.36048956890886,7599.460314327851,5887.810921376151,639932.0297659291,633522.0,627111.9702340709,7179.43523958294
2024-12-16 08:00:00-03:00,636501.0,639703.0,626248.0,639500.0,63.20941,2024-12-16 11:59:59.999000-03:00,39964014.94136,10847,26.13206,16517519.4446,2024-12-16 08:00:00-03:00,633582.5714285715,621041.7142857143,75.35874005750277,8022.450139249559,6314.738764950833,641884.9478915499,635529.0,629173.0521084501,7627.689865327016
