Kline open time,Open price,high,low,close,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,timestamp,short_ma,long_ma,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr,signal,position
2024-12-01 20:00:00-03:00,586173.0,590168.0,584081.0,587688.0,45.84716,2024-12-01 23:59:59.999000-03:00,26909095.40402,8833,23.35834,13708256.85566,2024-12-01 20:00:00-03:00,583628.4285714285,,,,,588867.3040747783,585688.0,582508.6959252217,,0,0.0
2024-12-02 00:00:00-03:00,587383.0,588021.0,579155.0,580180.0,29.49815,2024-12-02 03:59:59.999000-03:00,17182085.78158,5135,12.25915,7147403.22746,2024-12-02 00:00:00-03:00,584095.8571428572,,,,,590328.7600369534,585156.0,579983.2399630466,,0,0.0
2024-12-02 04:00:00-03:00,580301.0,581298.0,571117.0,572266.0,52.21577,2024-12-02 07:59:59.999000-03:00,30004906.55853,8402,22.13188,12715788.97257,2024-12-02 04:00:00-03:00,582983.7142857143,,,,,593658.279639554,582363.6,571068.920360446,,0,0.0
2024-12-02 08:00:00-03:00,572156.0,588931.0,571613.0,585714.0,105.10104,2024-12-02 11:59:59.999000-03:00,60825611.50136,13377,49.37393,28604151.51877,2024-12-02 08:00:00-03:00,583394.2857142857,,56.41624542443785,,,593733.8572931875,582398.8,571063.7427068126,6400.0,0,0.0
2024-12-02 12:00:00-03:00,585714.0,592300.0,572001.0,580896.0,123.06501,2024-12-02 15:59:59.999000-03:00,71975268.63129,17963,57.75138,33819402.71179,2024-12-02 12:00:00-03:00,582632.5714285715,,51.73707857984265,,,592056.1359823928,581348.8,570641.4640176073,7392.785714285715,0,0.0
2024-12-02 16:00:00-03:00,580801.0,585950.0,578500.0,579944.0,39.52937,2024-12-02 19:59:59.999000-03:00,22988947.27704,7818,21.07572,12260654.58335,2024-12-02 16:00:00-03:00,581833.4285714285,,50.83980868850426,,,588430.3142005347,579800.0,571169.6857994653,7396.872448979592,0,0.0
2024-12-02 20:00:00-03:00,579923.0,585999.0,579669.0,584118.0,31.59389,2024-12-02 23:59:59.999000-03:00,18394089.67904,7382,16.82623,9799232.46861,2024-12-02 20:00:00-03:00,581543.7142857143,,54.56074767960942,,,589904.3401681117,580587.6,571270.8598318882,7320.667274052479,0,0.0
2024-12-03 00:00:00-03:00,584089.0,585463.0,580256.0,580863.0,8.94285,2024-12-03 03:59:59.999000-03:00,5224000.1362,2872,3.64165,2127150.8022,2024-12-03 00:00:00-03:00,580568.7142857143,,51.29984195130882,,,586738.4508685134,582307.0,577875.5491314866,7169.6910401915875,0,0.0
2024-12-03 04:00:00-03:00,580715.0,582081.0,576375.0,576625.0,18.32836,2024-12-03 07:59:59.999000-03:00,10625247.11763,3649,9.08781,5269399.6558,2024-12-03 04:00:00-03:00,580060.8571428572,,47.33323843637946,,,585281.0837047851,580489.2,575697.3162952148,7065.141680177903,0,0.0
2024-12-03 08:00:00-03:00,576625.0,583412.0,571306.0,580851.0,99.72893,2024-12-03 11:59:59.999000-03:00,57457150.30459,16056,46.30002,26685677.42382,2024-12-03 08:00:00-03:00,581287.2857142857,581364.1428571428,51.37109149725865,,,585269.1618750134,580480.2,575691.2381249865,7425.202988736624,0,0.0
2024-12-03 12:00:00-03:00,580845.0,586519.0,578110.0,579722.0,81.33852,2024-12-03 15:59:59.999000-03:00,47388252.72218,14504,36.63199,21347980.66012,2024-12-03 12:00:00-03:00,580431.2857142857,581429.380952381,50.26241115556515,,,585247.8843549963,580435.8,575623.7156450038,7495.474203826866,0,0.0
2024-12-03 16:00:00-03:00,579721.0,583961.0,577222.0,583812.0,43.03682,2024-12-03 19:59:59.999000-03:00,25015530.66325,8318,20.72969,12050893.15809,2024-12-03 16:00:00-03:00,580847.8571428572,581762.5238095238,54.12499342460696,,,585002.0482990099,580374.6,575747.15170099,7441.440332124947,0,0.0
2024-12-03 20:00:00-03:00,583977.0,584888.0,577101.0,580941.0,50.99332,2024-12-03 23:59:59.999000-03:00,29648364.3024,9880,22.54238,13108580.94412,2024-12-03 20:00:00-03:00,580990.2857142857,581771.7619047619,51.1236908390447,,,585024.6496804185,580390.2,575755.7503195814,7466.1231655445945,0,0.0
2024-12-04 00:00:00-03:00,580940.0,585187.0,579930.0,584138.0,18.4129,2024-12-04 03:59:59.999000-03:00,10736511.81277,3140,9.20361,5367321.95173,2024-12-04 00:00:00-03:00,580993.1428571428,581765.7619047619,54.17119683363231,,,585405.9632241961,581892.8,578379.636775804,7308.328653719981,0,0.0
2024-12-04 04:00:00-03:00,584138.0,586652.0,583501.0,584881.0,25.85737,2024-12-04 07:59:59.999000-03:00,15136054.91774,3975,11.68889,6842868.95169,2024-12-04 04:00:00-03:00,581567.1428571428,581921.4285714285,54.87538789475509,,,586701.1699778629,582698.8,578696.4300221372,7011.376607025697,0,0.0
2024-12-04 08:00:00-03:00,584904.0,586499.0,580150.0,583296.0,61.28081,2024-12-04 11:59:59.999000-03:00,35750271.46728,10989,30.61773,17866158.33537,2024-12-04 08:00:00-03:00,582520.1428571428,582225.619047619,53.00432479056912,,,586091.5576098596,583413.6,580735.6423901403,6964.063992238147,0,0.0
2024-12-04 12:00:00-03:00,583078.0,586468.0,573874.0,583686.0,102.00853,2024-12-04 15:59:59.999000-03:00,59082661.77594,16474,47.39311,27458576.92546,2024-12-04 12:00:00-03:00,582925.1428571428,582398.7142857143,53.425131343794384,,,586053.2264783869,583388.4,580723.5735216131,7366.20227850685,0,0.0
2024-12-04 16:00:00-03:00,583419.0,599371.0,583122.0,593364.0,151.103426,2024-12-04 19:59:59.999000-03:00,89511834.046028,21505,83.280896,49291325.944948,2024-12-04 16:00:00-03:00,584874.0,582899.8571428572,62.418199380645014,,,593437.8274534125,585873.0,578308.1725465875,8000.687830042075,0,0.0
2024-12-04 20:00:00-03:00,593356.0,612499.0,592300.0,609963.0,156.854636,2024-12-04 23:59:59.999000-03:00,94264764.125136,22145,84.525976,50789841.677336,2024-12-04 20:00:00-03:00,588609.8571428572,584030.0952380953,72.29800294064117,,,611344.9449794868,591038.0,570731.0550205132,8871.995842181926,0,0.0
2024-12-05 00:00:00-03:00,610249.0,622972.0,609313.0,609986.0,123.92326,2024-12-05 03:59:59.999000-03:00,76472287.87803,17540,61.48964,37953430.03166,2024-12-05 00:00:00-03:00,592759.1428571428,585194.2857142857,72.3088657476807,,,619900.6588013482,596059.0,572217.3411986518,9213.924710597503,0,0.0
2024-12-05 04:00:00-03:00,609841.0,619537.0,608000.0,613765.0,85.09881,2024-12-05 07:59:59.999000-03:00,52335598.63935,12161,39.7607,24457021.31815,2024-12-05 04:00:00-03:00,596991.5714285715,586509.4761904762,74.10554866613548,,,625398.7397366506,602152.8,578906.8602633495,9379.858659840538,0,0.0
2024-12-05 08:00:00-03:00,613878.0,621105.0,612620.0,620247.0,130.38213,2024-12-05 11:59:59.999000-03:00,80552579.26261,22426,66.67419,41198479.79845,2024-12-05 08:00:00-03:00,602043.8571428572,588059.9047619047,76.87691129929787,,,627230.2057685803,609465.0,591699.7942314197,9315.940184137642,0,0.0
2024-12-05 12:00:00-03:00,620247.0,620487.0,603560.0,603796.0,113.61263,2024-12-05 15:59:59.999000-03:00,69394270.97746,19971,49.41053,30166698.06636,2024-12-05 12:00:00-03:00,604972.4285714285,589184.4761904762,59.47834450737224,7601.5420297208475,3553.601752725857,622345.2206470143,611551.4,600757.5793529857,9859.587313842096,0,0.0
2024-12-05 16:00:00-03:00,603795.0,608279.0,563147.0,586131.0,182.26156,2024-12-05 19:59:59.999000-03:00,107856305.81132,27227,83.16504,49242391.10786,2024-12-05 16:00:00-03:00,605321.7142857143,589844.7142857143,47.14098491321144,5969.799467304372,4036.84129564156,630035.1885067648,606785.0,583534.8114932352,12379.045362853374,0,0.0
2024-12-05 20:00:00-03:00,586267.0,605243.0,578694.0,591458.0,80.05213,2024-12-05 23:59:59.999000-03:00,47170307.23611,14309,43.38709,25570540.3734,2024-12-05 20:00:00-03:00,605049.4285714285,590118.2380952381,50.47697142183015,5048.282650968758,4239.129566707,628874.3956883077,603079.4,577284.4043116923,13391.184979792419,0,0.0
2024-12-06 00:00:00-03:00,591500.0,595332.0,588868.0,593509.0,16.2704,2024-12-06 03:59:59.999000-03:00,9632075.34867,4025,7.39921,4379812.42301,2024-12-06 00:00:00-03:00,602698.8571428572,590718.8571428572,51.73984982074485,4432.378790296032,4277.779411424806,623145.8558529292,599028.2,574910.5441470707,12896.386052664388,0,0.0
2024-12-06 04:00:00-03:00,593637.0,596820.0,591676.0,595317.0,28.86825,2024-12-06 07:59:59.999000-03:00,17160437.43953,5612,14.65228,8709174.72095,2024-12-06 04:00:00-03:00,600603.2857142857,591450.9047619047,52.880551258263466,4043.54951153195,4230.933431446235,605576.8853203797,594042.2,582507.5146796202,12342.644191759788,0,0.0
2024-12-06 08:00:00-03:00,595398.0,603514.0,588294.0,603321.0,87.72584,2024-12-06 11:59:59.999000-03:00,52228486.02621,15851,41.54556,24741822.46307,2024-12-06 08:00:00-03:00,599111.2857142857,592365.3333333334,57.65258555488568,4331.326577895903,4251.012060736169,605162.3895855659,593947.2,582732.010414434,12548.16960663409,0,0.0
2024-12-06 12:00:00-03:00,603322.0,618670.0,599087.0,616947.0,121.02646,2024-12-06 15:59:59.999000-03:00,73807220.3743,18255,63.24855,38564729.71658,2024-12-06 12:00:00-03:00,598639.8571428572,594083.619047619,64.28407709868668,5594.407452364685,4519.691139061872,618769.4084023727,600110.4,581451.3915976273,13050.657491874514,0,0.0
2024-12-06 16:00:00-03:00,616773.0,620438.0,611764.0,612688.0,76.67412,2024-12-06 19:59:59.999000-03:00,47303501.0973,14241,39.82819,24583182.08428,2024-12-06 16:00:00-03:00,599910.1428571428,595800.9047619047,61.0652165556799,6180.49751125183,4851.852413499863,622868.8316976421,604356.4,585843.968302358,12738.039099597763,0,0.0
2024-12-06 20:00:00-03:00,612533.0,613865.0,604639.0,611900.0,34.27902,2024-12-06 23:59:59.999000-03:00,20928714.17313,8071,15.91287,9719210.08018,2024-12-06 20:00:00-03:00,603591.4285714285,597279.4285714285,60.46198450745521,6506.391460394254,5182.760222878742,623526.060801358,608034.6,592543.139198642,12487.17916391221,0,0.0
2024-12-07 00:00:00-03:00,611901.0,611902.0,605305.0,608742.0,13.4525,2024-12-07 03:59:59.999000-03:00,8184148.19504,3300,5.73742,3490743.16264,2024-12-07 00:00:00-03:00,606060.5714285715,598661.3333333334,57.989626230157775,6435.6543383788085,5433.339045978755,619783.7552149117,610719.6,601655.4447850883,12066.452080775622,0,0.0
2024-12-07 04:00:00-03:00,608776.0,611419.0,607010.0,609813.0,8.79586,2024-12-07 07:59:59.999000-03:00,5361482.7782,2857,4.84909,2955374.55263,2024-12-07 04:00:00-03:00,608389.7142857143,599899.4761904762,58.60779856022075,6392.328623541864,5625.1369614913765,617699.694535968,612018.0,606336.305464032,11519.491217863077,0,0.0
2024-12-07 08:00:00-03:00,609832.0,612500.0,608122.0,610680.0,39.44843,2024-12-07 11:59:59.999000-03:00,24069607.05474,8273,23.18322,14145848.98141,2024-12-07 08:00:00-03:00,610584.4285714285,601315.619047619,59.13206257145342,6354.699318486848,5771.049432890471,613591.9254075548,610764.6,607937.2745924451,11009.384702301428,0,0.0
2024-12-07 12:00:00-03:00,610644.0,614996.0,610000.0,614402.0,34.33634,2024-12-07 15:59:59.999000-03:00,21014643.13687,8671,17.88882,10947567.58398,2024-12-07 12:00:00-03:00,612167.4285714285,602756.7619047619,61.39275897160906,6549.71112428722,5926.781771169821,614999.5318785543,611107.4,607215.2681214458,10579.857223565612,0,0.0
2024-12-07 16:00:00-03:00,614375.0,616350.0,612677.0,612716.0,27.55939,2024-12-07 19:59:59.999000-03:00,16941878.01936,6511,13.56309,8337357.54334,2024-12-07 16:00:00-03:00,611563.0,604082.2380952381,59.77959549786564,6493.361842514947,6040.097785438846,615346.0946889869,611270.6,607195.1053110131,10086.510279025211,0,0.0
2024-12-07 20:00:00-03:00,612716.0,616999.0,612617.0,615826.0,35.87729,2024-12-07 23:59:59.999000-03:00,22048101.05988,7908,17.77189,10923604.76046,2024-12-07 20:00:00-03:00,612011.2857142857,605631.2857142857,61.77484838440589,6623.306287365616,6156.7394858242,617166.9813375762,612687.4,608207.8186624239,9679.045259094839,0,0.0
2024-12-08 00:00:00-03:00,615962.0,616616.0,610137.0,612483.0,17.8114,2024-12-08 03:59:59.999000-03:00,10939441.04432,3321,7.79333,4786796.62901,2024-12-08 00:00:00-03:00,612094.5714285715,607002.5714285715,58.419993867757384,6382.957276495057,6201.983043958371,616735.6151556091,613221.4,609707.184844391,9450.47059773092,0,0.0
2024-12-08 04:00:00-03:00,612699.0,613546.0,606800.0,610186.0,23.99024,2024-12-08 07:59:59.999000-03:00,14623681.06018,3609,8.66286,5282642.31946,2024-12-08 04:00:00-03:00,612300.8571428572,607803.619047619,56.16304384368785,5938.6729257960105,6149.321020325899,616932.4049504212,613122.6,609312.7950495788,9257.294126464427,0,0.0
2024-12-08 08:00:00-03:00,610000.0,617896.0,609263.0,613449.0,48.48766,2024-12-08 11:59:59.999000-03:00,29814154.49951,8585,22.63609,13921208.71915,2024-12-08 08:00:00-03:00,612820.2857142857,607969.619047619,58.60931083406901,5783.2060080028605,6076.098017861291,616557.6086937096,612932.0,609306.3913062904,9212.701688859825,0,0.0
2024-12-08 12:00:00-03:00,613487.0,616205.0,611341.0,613370.0,49.33219,2024-12-08 15:59:59.999000-03:00,30289658.96008,8265,25.94837,15935119.48889,2024-12-08 12:00:00-03:00,613204.5714285715,608130.7619047619,58.524159129250876,5589.193966905586,5978.71720767015,616694.9831231355,613062.8,609430.6168768646,8902.08013965555,0,0.0
2024-12-08 16:00:00-03:00,613370.0,616504.0,612081.0,616287.0,26.18431,2024-12-08 19:59:59.999000-03:00,16099746.01715,5551,14.52435,8930530.6962,2024-12-08 16:00:00-03:00,613473.8571428572,608250.8571428572,60.78944858594678,5606.190869556973,5904.211940047515,617075.0642851872,613155.0,609234.9357148128,8582.145843965869,0,0.0
2024-12-08 20:00:00-03:00,616237.0,621429.0,609701.0,610137.0,65.85186,2024-12-08 23:59:59.999000-03:00,40514534.43374,10370,29.90414,18404630.12711,2024-12-08 20:00:00-03:00,613105.4285714285,607769.4285714285,54.08272455512622,5065.021025542519,5736.373757146515,617313.077973031,612685.8,608058.5220269691,8806.849712254021,0,0.0
2024-12-09 00:00:00-03:00,610047.0,612399.0,606344.0,609351.0,21.14995,2024-12-09 03:59:59.999000-03:00,12896052.60181,3839,8.43948,5149060.875,2024-12-09 00:00:00-03:00,612180.4285714285,608033.9523809524,53.27376329819131,4520.605665980722,5493.220138913357,617538.5269088813,612518.8,607499.0730911188,8610.289018521591,0,0.0
2024-12-09 04:00:00-03:00,609277.0,613323.0,599068.0,607040.0,57.30125,2024-12-09 07:59:59.999000-03:00,34792266.85701,8239,22.39421,13607855.02869,2024-12-09 04:00:00-03:00,611402.8571428572,609029.619047619,50.86470254492431,3858.199265572126,5166.215964245111,617713.6654383218,611237.0,604760.3345616782,9013.482660055763,0,0.0
2024-12-09 08:00:00-03:00,606939.0,610000.0,597543.0,608757.0,79.36075,2024-12-09 11:59:59.999000-03:00,47871405.13921,14036,37.66916,22724925.39604,2024-12-09 08:00:00-03:00,611198.7142857143,609853.380952381,52.58042511728086,3432.2204702027375,4819.416865436636,616624.9468035438,610314.4,604003.8531964562,9259.448184337494,0,0.0
2024-12-09 12:00:00-03:00,608981.0,610500.0,594660.0,598238.0,78.78179,2024-12-09 15:59:59.999000-03:00,47229785.60755,14012,40.80149,24478152.71044,2024-12-09 12:00:00-03:00,609025.7142857143,610078.5714285715,42.73515562302137,2220.240269042086,4299.581546157726,615412.8929303056,606704.6,597996.3070696944,9729.487599741959,0,0.0
2024-12-09 16:00:00-03:00,598308.0,599440.0,579747.0,595236.0,152.44101,2024-12-09 19:59:59.999000-03:00,90414986.96541,26258,76.78595,45556625.12771,2024-12-09 16:00:00-03:00,606435.1428571428,610074.7142857143,40.409689865074085,1005.9054644969292,3640.8463298255665,615390.844640927,603724.4,592057.955359073,10441.167056903247,0,0.0
2024-12-09 20:00:00-03:00,595236.0,602953.0,593351.0,594310.0,51.65544,2024-12-09 23:59:59.999000-03:00,30948853.13677,11900,28.58611,17119227.64668,2024-12-09 20:00:00-03:00,603295.5714285715,609645.619047619,39.692201555377984,-30.828703901730478,2906.511323080107,612777.986826179,600716.2,588654.4131738209,10381.22655283873,0,0.0
2024-12-10 00:00:00-03:00,594200.0,598657.0,587712.0,598390.0,40.34947,2024-12-10 03:59:59.999000-03:00,23925280.91954,6918,20.91123,12401176.59078,2024-12-10 00:00:00-03:00,601617.4285714285,608761.9523809524,44.37826041407247,-517.2634090128122,2221.756376661523,609274.6259942999,598986.2,588697.7740057,10421.49608477882,0,0.0
2024-12-10 04:00:00-03:00,598441.0,600848.0,595095.0,599885.0,26.27414,2024-12-10 07:59:59.999000-03:00,15737761.434,4486,11.49364,6885191.15511,2024-12-10 04:00:00-03:00,600265.1428571428,608152.2857142857,46.032994814864864,-773.2192217464326,1622.7612569799319,601398.5857647359,597211.8,593025.0142352642,10088.03207872319,0,0.0
2024-12-10 08:00:00-03:00,599827.0,601114.0,589578.0,594440.0,73.37775,2024-12-10 11:59:59.999000-03:00,43658944.07325,12865,31.64941,18838374.75007,2024-12-10 08:00:00-03:00,598465.1428571428,607320.8571428572,41.222800748844755,-1399.3017619593302,1018.3486531920794,600982.6566480858,596452.2,591921.7433519141,10191.45835881439,0,0.0
2024-12-10 12:00:00-03:00,594500.0,596567.0,575082.0,580000.0,169.06371,2024-12-10 15:59:59.999000-03:00,98362424.05677,27247,77.87669,45313925.40987,2024-12-10 12:00:00-03:00,594357.0,605952.1904761905,31.748106751602606,-3025.7846437562257,209.52199380241836,607502.5146745801,593405.0,579307.4853254199,10998.139904613363,0,0.0
2024-12-10 16:00:00-03:00,579861.0,591692.0,579131.0,590399.0,64.49222,2024-12-10 19:59:59.999000-03:00,37838411.97371,12135,35.41853,20778287.33781,2024-12-10 16:00:00-03:00,593237.1428571428,605027.7142857143,42.07365039631202,-3436.062860050006,-519.5949769680665,606865.9099637665,592622.8,578379.6900362336,11109.772768569552,0,0.0
2024-12-10 20:00:00-03:00,590465.0,593932.0,583605.0,592868.0,37.78427,2024-12-10 23:59:59.999000-03:00,22250037.71363,9671,20.21533,11905833.00952,2024-12-10 20:00:00-03:00,592898.8571428572,604179.5238095238,44.2309270536412,-3521.3912305360427,-1119.954227681662,604611.4136240672,591518.4,578425.3863759328,11053.860427957441,0,0.0
2024-12-11 00:00:00-03:00,592811.0,595347.0,592298.0,594963.0,19.48385,2024-12-11 03:59:59.999000-03:00,11571316.52276,3113,10.7545,6387312.04484,2024-12-11 00:00:00-03:00,592992.1428571428,603253.8571428572,46.06635392161521,-3380.9916207398055,-1572.1617062932905,601535.9566986946,590534.0,579532.0433013054,10482.084683103338,0,0.0
2024-12-11 04:00:00-03:00,595067.0,599741.0,592406.0,598496.0,13.3056,2024-12-11 07:59:59.999000-03:00,7940542.57616,3219,7.30382,4359268.89736,2024-12-11 04:00:00-03:00,593007.2857142857,602576.7142857143,49.10819028809494,-2950.6273495805217,-1847.8548349507369,603871.9775521213,591345.2,578818.4224478786,10257.292920024527,0,0.0
2024-12-11 08:00:00-03:00,598457.0,603767.0,595825.0,603611.0,73.12164,2024-12-11 11:59:59.999000-03:00,43795378.74761,11945,35.4997,21265810.77584,2024-12-11 08:00:00-03:00,593539.5714285715,601995.0476190476,53.221653497624764,-2171.7877941186307,-1912.6414267843156,605293.0432707975,596067.4,586841.7567292026,10091.91485430849,0,0.0
2024-12-11 12:00:00-03:00,603589.0,611999.0,602228.0,607830.0,83.42124,2024-12-11 15:59:59.999000-03:00,50727135.1171,16725,41.36242,25149190.66315,2024-12-11 12:00:00-03:00,595452.4285714285,601773.4761904762,56.35523135094446,-1200.277740191319,-1770.1686894657164,610575.4207279993,599553.6,588531.7792720007,10068.992364715026,0,0.0
2024-12-11 16:00:00-03:00,607829.0,612000.0,604525.0,607164.0,52.08267,2024-12-11 19:59:59.999000-03:00,31638621.97467,11612,25.86655,15715260.78446,2024-12-11 16:00:00-03:00,599333.0,601629.5714285715,55.72068773674786,-478.5729658586206,-1511.8495447442972,612380.6074941278,602412.8,592444.9925058723,9883.70719580681,0,0.0
2024-12-11 20:00:00-03:00,607164.0,610584.0,602500.0,610491.0,23.3006,2024-12-11 23:59:59.999000-03:00,14122469.99391,6778,12.39424,7512434.17174,2024-12-11 20:00:00-03:00,602203.2857142857,601488.7142857143,58.249695394411525,357.7207800244214,-1137.9354797905535,613799.9709234249,605518.4,597236.8290765751,9755.156681820608,0,0.0
2024-12-12 00:00:00-03:00,610508.0,610509.0,602155.0,603531.0,14.53866,2024-12-12 03:59:59.999000-03:00,8806157.4542,3844,6.66929,4039390.40855,2024-12-12 00:00:00-03:00,603726.5714285715,601020.1904761905,51.60896905959705,453.64641249657143,-819.6191013331285,611839.225981326,606525.4,601211.5740186741,9655.074061690564,0,0.0
2024-12-12 04:00:00-03:00,603297.0,605814.0,602001.0,603105.0,10.62835,2024-12-12 07:59:59.999000-03:00,6418678.41861,3560,4.77167,2881250.945,2024-12-12 04:00:00-03:00,604889.7142857143,600392.4761904762,51.22403991488446,489.6491568835918,-557.7654496897844,611970.3795715688,606424.2,600878.0204284311,9237.783057284096,0,0.0
2024-12-12 08:00:00-03:00,603104.0,607423.0,593000.0,607403.0,82.50129,2024-12-12 11:59:59.999000-03:00,49473304.65558,14320,40.47257,24261615.74382,2024-12-12 08:00:00-03:00,606162.1428571428,600262.2857142857,54.88050426658783,855.1367867380613,-275.18500240421525,611808.3846130986,606338.8,600869.2153869015,9608.155696049518,0,0.0
2024-12-12 12:00:00-03:00,607423.0,616964.0,603070.0,611054.0,82.39921,2024-12-12 15:59:59.999000-03:00,50436029.19031,15322,42.19675,25831170.83935,2024-12-12 12:00:00-03:00,607225.4285714285,600343.380952381,57.77613767735771,1422.9902085700305,64.45003979063392,613805.36820552,607116.8,600428.2317944801,9914.287432045981,0,0.0
2024-12-12 16:00:00-03:00,610914.0,611900.0,599775.0,605983.0,50.2857,2024-12-12 19:59:59.999000-03:00,30334843.74876,10915,24.27847,14645379.16462,2024-12-12 16:00:00-03:00,606961.5714285715,600293.0476190476,52.71572445290634,1447.1489839816932,340.98982862884577,611994.9608808956,606215.2,600435.4391191043,10072.195472614125,0,0.0
2024-12-12 20:00:00-03:00,605994.0,606190.0,599000.0,600438.0,18.8701,2024-12-12 23:59:59.999000-03:00,11368764.46698,6307,8.10318,4883232.72869,2024-12-12 20:00:00-03:00,606000.7142857143,599896.9047619047,47.78694519369229,1007.2488908258965,474.24164106825594,612863.7769044046,605596.6,598329.4230955953,9866.3243674274,0,0.0
2024-12-13 00:00:00-03:00,600580.0,604482.0,600580.0,601638.0,6.16926,2024-12-13 03:59:59.999000-03:00,3716751.73915,2093,3.66287,2206569.71126,2024-12-13 00:00:00-03:00,604736.0,600058.8095238095,48.90042126325136,746.8456965775695,528.7624521701186,613051.5856796355,605303.2,597554.8143203644,9450.4440554683,0,0.0
2024-12-13 04:00:00-03:00,601638.0,607331.0,600507.0,606730.0,10.29166,2024-12-13 07:59:59.999000-03:00,6219207.65282,3023,5.77239,3489052.88265,2024-12-13 04:00:00-03:00,605193.0,600606.1428571428,53.438010181943575,940.514468074427,611.1128553509803,612788.7240514875,605168.6,597548.4759485124,9262.840908649136,0,0.0
2024-12-13 08:00:00-03:00,606723.0,610817.0,604000.0,610817.0,47.38943,2024-12-13 11:59:59.999000-03:00,28768536.65124,9569,21.91409,13305710.81267,2024-12-13 08:00:00-03:00,606294.7142857143,601392.1904761905,56.75713237394094,1407.5596369898412,770.4022116787526,612595.8568510055,605121.2,597646.5431489944,9088.13798660277,0,0.0
2024-12-13 12:00:00-03:00,610876.0,616899.0,604877.0,615167.0,88.00163,2024-12-13 15:59:59.999000-03:00,53959745.5904,15546,45.47133,27886433.50964,2024-12-13 12:00:00-03:00,607403.8571428572,602191.0952380953,60.02350499201721,2104.446197969257,1037.2110089368534,618026.670959065,606958.0,595889.329040935,9297.699558988284,0,0.0
2024-12-13 16:00:00-03:00,615043.0,616422.0,611700.0,614353.0,25.45502,2024-12-13 19:59:59.999000-03:00,15632825.90987,6934,13.09419,8042621.78698,2024-12-13 16:00:00-03:00,607875.1428571428,602880.0476190476,59.123527988242216,2561.523176537594,1342.0734424570014,619804.5789260108,609741.0,599677.4210739892,8970.863876203406,0,0.0
