Kline open time,Open price,high,low,close,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,timestamp,short_ma,long_ma,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr,signal,position
2024-12-13 20:00:00-03:00,614321.0,619999.0,612578.0,617279.0,52.32293,2024-12-13 23:59:59.999000-03:00,32283286.95015,8427,25.35669,15645610.01547,2024-12-13 20:00:00-03:00,609488.8571428572,603967.619047619,61.36593804660144,3123.8538785323035,1698.4295296720618,620289.6681685246,612869.2,605448.7318314753,8860.159313617449,0,0.0
2024-12-14 00:00:00-03:00,617296.0,619500.0,614386.0,615838.0,13.05595,2024-12-14 03:59:59.999000-03:00,8053631.6487,2748,5.13123,3166149.6768,2024-12-14 00:00:00-03:00,611688.8571428572,605674.1904761905,59.630984118525966,3413.8753244993277,2041.518688637515,619013.951517099,614690.8,610367.648482901,8592.576505501916,0,0.0
2024-12-14 04:00:00-03:00,615916.0,616371.0,613958.0,615489.0,7.76809,2024-12-14 07:59:59.999000-03:00,4777101.44116,1956,4.71612,2900041.46476,2024-12-14 04:00:00-03:00,613667.5714285715,606868.9523809524,59.194480436165286,3574.355086160009,2348.085968142014,617549.2226194832,615625.2,613701.1773805167,8151.178183680351,0,0.0
2024-12-14 08:00:00-03:00,615421.0,617341.0,613277.0,616301.0,20.63789,2024-12-14 11:59:59.999000-03:00,12701470.43493,6122,11.56539,7118037.89628,2024-12-14 08:00:00-03:00,615034.8571428572,607984.8095238095,59.92942867792822,3724.128630638821,2623.294500641375,617773.8524397177,615852.0,613930.1475602823,7859.23688484604,0,0.0
2024-12-14 12:00:00-03:00,616301.0,618558.0,613839.0,614356.0,23.07124,2024-12-14 15:59:59.999000-03:00,14220189.89503,6178,12.30898,7589042.49084,2024-12-14 12:00:00-03:00,615540.4285714285,608908.2857142857,57.2686833890463,3643.8756682716776,2827.4107341674357,617772.581083268,615852.6,613932.6189167319,7634.93425021418,0,0.0
2024-12-14 16:00:00-03:00,614445.0,617822.0,613229.0,616240.0,17.99219,2024-12-14 19:59:59.999000-03:00,11079684.41573,5215,10.84037,6676626.78572,2024-12-14 16:00:00-03:00,615693.7142857143,609753.2380952381,59.160127520753605,3689.7643653542036,2999.8814604047893,617061.1239177326,615644.8,614228.4760822675,7417.653232341739,0,0.0
2024-12-14 20:00:00-03:00,616262.0,621856.0,616112.0,620605.0,31.57676,2024-12-14 23:59:59.999000-03:00,19562422.16554,6366,19.10693,11837386.93583,2024-12-14 20:00:00-03:00,616586.8571428572,610562.4761904762,63.221975576997835,4031.8735797024565,3206.279884264323,620843.5614027766,616598.2,612352.8385972233,7298.106572888757,0,0.0
2024-12-15 00:00:00-03:00,620670.0,625232.0,619183.0,619213.0,21.76914,2024-12-15 03:59:59.999000-03:00,13544929.60141,4916,11.63987,7242250.77701,2024-12-15 00:00:00-03:00,616863.1428571428,611104.5238095238,61.13383093425192,4142.91785214399,3393.6074778402563,621847.4054879694,617343.0,612838.5945120306,7208.8846748252745,0,0.0
2024-12-15 04:00:00-03:00,619222.0,623725.0,618959.0,622772.0,11.08429,2024-12-15 07:59:59.999000-03:00,6884819.41057,2194,5.26788,3271360.01611,2024-12-15 04:00:00-03:00,617853.7142857143,611847.7619047619,64.37376300227714,4466.614443348604,3608.208870941926,624662.1876215712,618637.2,612612.2123784287,7034.392912337755,0,0.0
2024-12-15 08:00:00-03:00,622592.0,628700.0,622414.0,627968.0,39.59114,2024-12-15 11:59:59.999000-03:00,24793015.8367,7845,19.84603,12428020.8837,2024-12-15 08:00:00-03:00,619636.4285714285,612680.0,68.50207028955052,5083.817021148861,3903.330500983313,629210.8898914895,621359.6,613508.3101085104,6980.9362757422,0,0.0
2024-12-15 12:00:00-03:00,627967.0,630377.0,625449.0,629465.0,36.6446,2024-12-15 15:59:59.999000-03:00,23040882.30658,8319,20.2905,12759635.81923,2024-12-15 12:00:00-03:00,621517.0,613914.9523809524,69.59522395097115,5628.863861064776,4248.4371729996055,632082.2492224041,624004.6,615926.9507775959,6834.297970332043,0,0.0
2024-12-15 16:00:00-03:00,629470.0,630864.0,625345.0,630226.0,37.93553,2024-12-15 19:59:59.999000-03:00,23848153.82845,8200,18.39511,11566219.737,2024-12-15 16:00:00-03:00,623784.1428571428,615206.4285714285,70.16213444569489,6052.454816998099,4609.240701799305,634423.3314549803,625928.8,617434.2685450198,6740.348115308326,0,0.0
2024-12-15 20:00:00-03:00,629898.0,646964.0,629858.0,634039.0,106.93167,2024-12-15 23:59:59.999000-03:00,68208040.34424,15646,49.47449,31534198.22545,2024-12-15 20:00:00-03:00,626326.8571428572,616474.8095238095,72.88969227368116,6619.525169173838,5011.297595274211,636210.1547277241,628894.0,621577.8452722759,7480.7518213577305,0,0.0
2024-12-16 00:00:00-03:00,633974.0,638708.0,632621.0,637390.0,12.94998,2024-12-16 03:59:59.999000-03:00,8230315.18517,3083,6.23865,3963894.61992,2024-12-16 00:00:00-03:00,628724.7142857143,617728.9047619047,75.04841406244871,7255.691112682689,5460.176298755907,638680.4622134102,631817.6,624954.7377865898,7381.198119832178,0,0.0
2024-12-16 04:00:00-03:00,637390.0,639090.0,634531.0,636490.0,14.15492,2024-12-16 07:59:59.999000-03:00,9002020.39607,3799,8.57967,5455592.2452,2024-12-16 04:00:00-03:00,631192.8571428572,619181.619047619,73.3588772126477,7599.630913292989,5888.067221663323,639932.0297659291,633522.0,627111.9702340709,7179.612539844165,0,0.0
2024-12-16 08:00:00-03:00,636501.0,644444.0,626248.0,641282.0,80.28141,2024-12-16 11:59:59.999000-03:00,50925183.25312,13085,34.97307,22194456.09651,2024-12-16 08:00:00-03:00,633837.1428571428,621126.5714285715,76.40473729776286,8164.761743819108,6343.40612609448,643217.0112935638,635885.4,628553.7887064363,7966.497358426725,0,0.0
2024-12-16 12:00:00-03:00,641302.0,643786.0,640157.0,643269.0,1.8681,2024-12-16 15:59:59.999000-03:00,1198461.07943,377,1.25703,806459.8594,2024-12-16 12:00:00-03:00,636023.0,623109.0,77.55083931043234,8672.989468660671,6809.322794607719,645166.6562027463,638494.0,631821.3437972537,7656.676118539102,0,0.0
